title,year,rating,no_of_reviews,genres,runtime,gross
The Great Jasper,1933.0,6.4,33,"
Drama, Romance            ",85 min,
Advice to the Forlorn,1933.0,6.4,93,"
Comedy, Drama, Romance            ",62 min,
The Broom Wedding,2011.0,6.4,11,"
Comedy, Musical, Romance            ",80 min,
Cleopatra Jones and the Casino of Gold,1975.0,5.6,"1,101","
Action            ",94 min,
"'Sheba, Baby'",1975.0,5.6,"1,666","
Action, Crime, Drama            ",90 min,
Street of No Return,1989.0,5.6,568,"
Action, Drama, Crime            ",93 min,
"Gals, Incorporated",1943.0,6.4,23,"
Comedy, Music, Romance            ",60 min,
The Kid from Kokomo,1939.0,6.4,193,"
Comedy, Romance            ",93 min,
The Captive,1915.0,6.4,140,"
Drama, Romance, War            ",50 min,$0.06M
She Knew All the Answers,1941.0,6.4,81,"
Comedy, Romance            ",85 min,
The Smart Set,1928.0,6.4,"1,029","
Comedy, Romance, Sport            ",80 min,
Gretchen the Greenhorn,1916.0,6.4,526,"
Crime, Drama, Romance            ",58 min,
The Jury's Secret,1938.0,6.4,27,"
Crime, Film-Noir, Music            ",65 min,
Cute with Bad Qualities,2017.0,6.4,15,"
Comedy, Drama, Romance            ",98 min,
Love = (Me)^3,2000.0,6.4,36,"
Romance            ",88 min,
Forward!,2002.0,6.4,74,"
Comedy, Family, Romance            ",79 min,
She Had to Eat,1937.0,6.4,36,"
Adventure, Comedy, Crime            ",74 min,
That Certain Thing,1928.0,6.4,281,"
Comedy, Drama, Romance            ",69 min,
Manhattan Minutiae,2016.0,6.4,36,"
Comedy, Music, Romance            ",99 min,
Dizzy Dames,1935.0,6.4,60,"
Comedy, Drama, Musical            ",65 min,
I Want to Go on Living,1995.0,6.4,30,"
Drama, Romance            ",100 min,
Personal Maid,1931.0,6.4,77,"
Drama, Romance            ",74 min,
Moon Ring,2011.0,6.4,28,"
Romance            ",114 min,
The City Gone Wild,1927.0,6.4,10,"
Crime, Romance, Drama            ",60 min,
1st Date,2015.0,6.4,14,"
Comedy, Romance            ",89 min,
Taming Tammy,2007.0,6.4,44,"
Comedy, Romance            ",78 min,
The Lilac Domino,1937.0,6.4,15,"
Musical, Romance            ",65 min,
La brune et moi,1981.0,6.4,65,"
Drama, Music, Romance            ",50 min,
Laughing at Trouble,1936.0,6.4,14,"
Comedy, Crime, Drama            ",67 min,
Works in Progress,2009.0,6.4,34,"
Comedy, Family, Romance            ",110 min,
Happy Endings Are a Rarity,2017.0,6.4,30,"
Comedy, Drama, Horror            ",61 min,
Three Girls About Town,1941.0,6.4,335,"
Adventure, Comedy, Crime            ",75 min,
Sucka 4 Luv,2013.0,6.4,19,"
Comedy, Drama, Romance            ",84 min,
A Dark Truth,2012.0,5.6,"6,146","
Action, Drama, Thriller            ",106 min,$0.01M
A Better Way to Die,2000.0,5.6,"1,708","
Action, Comedy, Crime            ",101 min,
Agent Hamilton: But Not If It Concerns Your Daughter,2012.0,5.6,"3,551","
Action, Drama, Thriller            ",90 min,
Point of no Return,2018.0,5.6,"4,133","
Action, Adventure, Thriller            ",90 min,
Pagan Island,1961.0,5.6,118,"
Action, Adventure            ",67 min,
Hero Wanted,2008.0,5.6,"7,315","
Action, Crime, Thriller            ",94 min,
Tenement,1985.0,5.6,919,"
Action, Crime, Horror            ",94 min,
The Last Days of Pompeii,1959.0,5.6,"1,245","
Action, Adventure, History            ",103 min,
Small World,2021.0,5.6,734,"
Action, Crime, Drama            ",117 min,
The Ultimate Warrior,1975.0,5.6,"2,207","
Action, Sci-Fi            ",94 min,
Dog Day,1984.0,5.6,"1,022","
Action, Crime, Drama            ",101 min,
Treasure of the Yankee Zephyr,1981.0,5.6,"1,033","
Action, Adventure, Drama            ",91 min,
Eddie Macon's Run,1983.0,5.6,"1,261","
Action, Adventure, Crime            ",95 min,$1.26M
Valley of the Wolves: Iraq,2006.0,5.6,"17,932","
Action, Drama, War            ",122 min,
Jesus Shows You the Way to the Highway,2019.0,5.6,996,"
Action, Comedy, Sci-Fi            ",83 min,
A Small Town in Texas,1976.0,5.6,425,"
Action, Adventure, Crime            ",96 min,
Stock Car,1955.0,5.6,97,"
Action, Adventure, Crime            ",68 min,
Bhuddah Hoga Tera Baap,2011.0,5.6,"2,972","
Action, Comedy, Crime            ",114 min,
Assault on a Queen,1966.0,5.6,"1,188","
Adventure, Crime, Thriller            ",106 min,
Eagles Over London,1969.0,5.6,710,"
Action, Drama, War            ",100 min,
Stingray,1978.0,5.6,297,"
Action, Comedy, Crime            ",100 min,
Street Level,2015.0,5.6,166,"
Action            ",91 min,
Oxy-Morons,2010.0,5.6,463,"
Action, Thriller            ",111 min,
Ali Baba and the Seven Dwarfs,2015.0,5.6,"20,595","
Action, Comedy, Drama            ",114 min,
The Hard Easy,2006.0,5.6,839,"
Action, Crime, Drama            ",105 min,
The Philly Kid,2012.0,5.6,"2,258","
Action, Drama, Sport            ",90 min,
Alien Raiders,2008.0,5.6,"8,916","
Action, Horror, Sci-Fi            ",85 min,
Mr. Zoo: The Missing VIP,2020.0,5.6,462,"
Action, Comedy            ",114 min,
The Thrill Killers,1964.0,5.6,466,"
Action, Crime, Horror            ",70 min,
Scream Free!,1969.0,5.6,75,"
Action, Drama            ",80 min,
Tarzan's Three Challenges,1963.0,5.6,539,"
Action, Adventure            ",100 min,
Quiet Cool,1986.0,5.6,715,"
Action            ",80 min,$1.90M
The Big Wheel,1949.0,5.6,603,"
Action, Drama, Romance            ",92 min,
Tarzan and the Mermaids,1948.0,5.6,"2,064","
Action, Adventure            ",68 min,
"Taza, Son of Cochise",1954.0,5.6,997,"
Action, Drama, Romance            ",79 min,
I Had a Bloody Good Time at House Harker,2016.0,5.6,886,"
Action, Comedy, Horror            ",80 min,
Phantom: The Submarine,1999.0,5.6,424,"
Action, Thriller            ",110 min,
Miracle at Sage Creek,2005.0,5.6,610,"
Action, Drama, Family            ",90 min,
Power Kids,2009.0,5.6,479,"
Action, Comedy            ",77 min,
2Eleven,2015.0,5.6,143,"
Action            ",107 min,
Muay Thai Giant,2008.0,5.6,587,"
Action, Comedy, Sport            ",103 min,
The Runners,2020.0,5.6,"1,238","
Action, Crime            ",98 min,
Superfights,1996.0,5.6,317,"
Action, Crime, Drama            ",94 min,
Hell's Belles,1969.0,5.6,345,"
Action, Drama, Thriller            ",95 min,
The Perfect Gentleman,1935.0,6.4,163,"
Comedy, Drama, Romance            ",72 min,
Wrong Number,2007.0,6.4,10,"
Romance            ",73 min,
Everything for a Reason,2000.0,6.4,"1,547","
Comedy, Romance            ",89 min,
The Chicago Kid,1945.0,6.4,16,"
Crime, Drama, Romance            ",68 min,
Hit Parade of 1947,1947.0,6.4,33,"
Comedy, Musical, Romance            ",90 min,
Bambai Raat Ki Bahon Mein,1968.0,6.4,18,"
Crime, Drama, Romance            ",136 min,
All Mine,2010.0,6.4,10,"
Drama, Family, Romance            ",104 min,
Southern Heart,1999.0,6.4,103,"
Comedy, Romance, Family            ",94 min,
Madame Guillotine,1931.0,6.4,11,"
History, Romance            ",74 min,
Home at Hong Kong,1983.0,6.4,43,"
Drama, Romance            ",98 min,
Don't Tell Everything,1921.0,6.4,26,"
Comedy, Romance            ",50 min,
Plainsman and the Lady,1946.0,6.4,87,"
Drama, Romance, Western            ",87 min,
Unreal,2004.0,6.4,85,"
Comedy, Romance            ",95 min,
The Dream Lady,1918.0,6.4,135,"
Comedy, Romance            ",54 min,
Death to Prom,2014.0,6.4,67,"
Comedy, Romance            ",95 min,
Poeta,2019.0,6.4,153,"
Comedy, Drama, Romance            ",67 min,
Pretty in Red,2008.0,6.4,10,"
Comedy, Drama, Romance            ",109 min,
Dogstar,1997.0,6.4,217,"
Drama, Romance            ",83 min,
The Pride of the Clan,1917.0,6.4,110,"
Drama, Romance            ",84 min,
The Italians Are Coming,1996.0,6.4,17,"
Drama, Romance, Sport            ",100 min,
The Leavenworth Case,1936.0,6.4,21,"
Crime, Music, Mystery            ",66 min,
Rappaccini's Daughter,2013.0,6.4,8,"
Fantasy, Horror, Romance            ",63 min,
Encontrados en NYC,2013.0,6.4,46,"
Comedy, Drama, Romance            ",104 min,
Last Love First Love,2003.0,6.4,52,"
Romance            ",94 min,
Destination Big House,1950.0,6.4,41,"
Crime, Drama, Film-Noir            ",60 min,
Viola,2010.0,6.4,18,"
Crime, Drama, Romance            ",85 min,
Sensitive Parts,2017.0,6.4,71,"
Comedy, Drama, Romance            ",69 min,
New Adventures of Get-Rich-Quick Wallingford,1931.0,6.4,446,"
Comedy, Crime, Romance            ",95 min,
Song of the Eagle,1933.0,6.4,21,"
Crime, Drama, Music            ",83 min,
Mr. Skitch,1933.0,6.4,120,"
Comedy, Adventure, Romance            ",70 min,
Zero Cool,1993.0,6.4,10,"
Comedy, Drama, Romance            ",96 min,
Portrait of a Knight,2018.0,6.4,7,"
Comedy, Drama, Fantasy            ",73 min,
She Got What She Wanted,1930.0,6.4,19,"
Comedy, Music, Romance            ",81 min,
Manhattan Angel,1949.0,6.4,18,"
Comedy, Musical, Romance            ",68 min,
The Space Between,2011.0,6.4,19,"
Drama, Romance            ",85 min,
A Lover's Oath,1925.0,6.4,22,"
Romance, Fantasy            ",60 min,
Hotel Inferno 2: The Cathedral of Pain,2017.0,5.6,728,"
Action, Horror            ",70 min,
Eagle Wings,2021.0,5.6,355,"
Action, Drama, War            ",130 min,
Thick as Thieves,2009.0,5.6,50,"
Action            ",108 min,
Pitcher and the Pin-Up,2003.0,5.6,433,"
Action, Drama, Family            ",104 min,
Caged Women II,1996.0,5.6,57,"
Action, Crime, Drama            ",82 min,
War Drums,1957.0,5.6,367,"
Action, Drama, Romance            ",75 min,
The Tsunami Warrior,2008.0,5.6,"1,051","
Action, Adventure, Fantasy            ",154 min,
Renegade Force,1998.0,5.6,786,"
Action, Thriller            ",89 min,
The Mongolian Connection,2019.0,5.6,407,"
Action            ",90 min,
Golden Job,2018.0,5.6,"1,368","
Action, Adventure, Crime            ",100 min,$0.29M
Pushed to the Limit,1992.0,5.6,110,"
Action, Drama            ",96 min,
Hotel California,2008.0,5.6,309,"
Action, Crime, Drama            ",95 min,
Denard Anatomy of An Antihero,2021.0,5.6,27,"
Action, Drama            ",80 min,
Black Lolita,1974.0,5.6,65,"
Action, Drama            ",85 min,
Kid Colter,1985.0,5.6,255,"
Action, Adventure, Family            ",101 min,
Chaw,2009.0,5.6,"1,216","
Action, Adventure, Comedy            ",122 min,
Rigged,2008.0,5.6,"1,705","
Action, Adventure, Crime            ",100 min,
Savage Gringo,1966.0,5.6,248,"
Action, Western            ",82 min,
In Enemy Country,1968.0,5.6,239,"
Action, Adventure, Drama            ",107 min,
Already Dead,2007.0,5.6,"2,108","
Action, Crime, Thriller            ",93 min,
John Day,2013.0,5.6,882,"
Action, Crime, Drama            ",138 min,
Gagamboy,2004.0,5.6,134,"
Action, Comedy, Fantasy            ",100 min,
The Kane Files: Life of Trial,2010.0,5.6,620,"
Action            ",86 min,
Timbuktu,1958.0,5.6,378,"
Action, Adventure, Romance            ",91 min,
New Town Killers,2008.0,5.6,"1,825","
Action, Crime, Drama            ",100 min,
One of Our Spies Is Missing,1966.0,5.6,389,"
Action, Adventure, Comedy            ",100 min,
Amazones,2004.0,5.6,704,"
Action, Crime, Comedy            ",100 min,
Time Again,2011.0,5.6,90,"
Action, Adventure, Sci-Fi            ",82 min,
The Three Fantastic Supermen,1967.0,5.6,243,"
Action, Adventure, Crime            ",94 min,
Short6,2001.0,5.6,95,"
Animation, Action, Comedy            ",100 min,
Invader,2012.0,5.6,941,"
Action, Adventure, Crime            ",99 min,
Army Girl,1938.0,5.6,99,"
Action, Comedy, Drama            ",80 min,
Mr. Robinson Crusoe,1932.0,5.6,470,"
Action, Adventure, Comedy            ",76 min,
Zamba,1949.0,5.6,56,"
Action, Adventure, Drama            ",75 min,
Hammerhead,1987.0,5.6,125,"
Action            ",90 min,
The Son of Tarzan,1920.0,5.6,122,"
Action, Adventure            ",248 min,
The Monster and the Ape,1945.0,5.6,91,"
Action, Adventure, Thriller            ",295 min,
Black Mamba,2019.0,5.6,42,"
Action, Horror            ",120 min,
Coyote Summer,1996.0,5.6,198,"
Action, Adventure            ",93 min,
10: The Secret Mission,2017.0,5.6,85,"
Action, Adventure, Crime            ",88 min,
Bill Cracks Down,1937.0,5.6,106,"
Action, Drama, Romance            ",61 min,
Black Oak Conspiracy,1977.0,5.6,207,"
Action, Drama            ",92 min,
Yamashita: The Tiger's Treasure,2001.0,5.6,55,"
Action, Drama, War            ",113 min,
Sinai Commandos: The Story of the Six Day War,1968.0,5.6,88,"
Drama, Action, Adventure            ",98 min,
Mutiny on the Blackhawk,1939.0,6.4,66,"
Adventure, Romance            ",66 min,
Dakbaksho,2015.0,6.4,21,"
Drama, Mystery, Romance            ",112 min,
Hold the Door,2007.0,6.4,16,"
Drama, Romance, Thriller            ",80 min,
Timberland Terror,1937.0,6.4,33,"
Adventure, Romance            ",56 min,
Zero Point Five Love,2014.0,6.4,25,"
Romance            ",79 min,
Prowlers of the Sea,1928.0,6.4,17,"
Adventure, Drama, Romance            ",60 min,
Broken Barrier,1952.0,6.4,26,"
Drama, Romance            ",69 min,
Crossing That Bridge,2015.0,6.4,11,"
Comedy, Drama, Romance            ",60 min,
Farewell to Love,1931.0,6.4,22,"
Musical, Romance            ",96 min,
All Night,2011.0,6.4,23,"
Animation, Adventure, Comedy            ",107 min,
Girl from the South,1988.0,6.4,14,"
Drama, Romance            ",84 min,
Love in the Age of Fishsticks,2008.0,6.4,9,"
Romance            ",105 min,
I Was a Prisoner on Devil's Island,1941.0,6.4,28,"
Crime, Drama, Romance            ",71 min,
Killing Karma,2018.0,6.4,5,"
Romance            ",60 min,
2 Hearts,2020.0,6.3,"7,235","
Drama, Romance            ",101 min,
What's Love Got to Do with It?,2022.0,6.3,"3,692","
Comedy, Romance            ",108 min,
Legend,1985.0,6.3,"68,749","
Adventure, Fantasy, Romance            ",94 min,$15.50M
Prom Pact,2023.0,6.3,"1,717","
Comedy, Family, Romance            ",99 min,
She's the Man,2006.0,6.3,"165,564","
Comedy, Romance, Sport            ",105 min,$2.34M
13 Going on 30,2004.0,6.3,"200,502","
Comedy, Fantasy, Romance            ",98 min,$57.23M
"Angus, Thongs and Perfect Snogging",2008.0,6.3,"29,014","
Comedy, Drama, Romance            ",100 min,
The Little Rascals,1994.0,6.3,"52,448","
Comedy, Family, Romance            ",82 min,$51.76M
Practical Magic,1998.0,6.3,"86,246","
Comedy, Drama, Fantasy            ",104 min,$46.68M
St. Elmo's Fire,1985.0,6.3,"44,095","
Drama, Romance            ",110 min,$37.80M
Mystic Pizza,1988.0,6.3,"30,553","
Comedy, Drama, Romance            ",104 min,$12.79M
About Fate,2022.0,6.3,"8,364","
Comedy, Romance            ",103 min,
Shrek Forever After,2010.0,6.3,"213,707","
Animation, Adventure, Comedy            ",95 min,$238.37M
Freaky Friday,2003.0,6.3,"144,075","
Comedy, Family, Fantasy            ",97 min,$110.23M
Date Night,2010.0,6.3,"166,421","
Comedy, Crime, Romance            ",88 min,$98.71M
Honeysuckle Rose,1980.0,6.3,"1,698","
Drama, Music, Romance            ",119 min,$17.82M
Splash,1984.0,6.3,"79,723","
Comedy, Fantasy, Romance            ",111 min,$62.10M
Cash McCall,1960.0,6.3,"1,534","
Drama, Romance            ",102 min,
My Best Friend's Wedding,1997.0,6.3,"147,257","
Comedy, Drama, Romance            ",105 min,$127.12M
Ella Enchanted,2004.0,6.3,"71,051","
Comedy, Family, Fantasy            ",96 min,$22.92M
Age of Consent,1969.0,6.3,"3,478","
Biography, Comedy, Drama            ",98 min,
Doc Hollywood,1991.0,6.3,"38,505","
Comedy, Drama, Romance            ",104 min,$54.83M
Take Me Home Tonight,2011.0,6.3,"54,157","
Comedy, Drama, Romance            ",97 min,$6.92M
The Invention of Lying,2009.0,6.3,"144,262","
Comedy, Fantasy, Romance            ",100 min,$18.44M
Mary Shelley's Frankenstein,1994.0,6.3,"57,044","
Drama, Horror, Romance            ",123 min,$22.01M
Baby Boom,1987.0,6.3,"18,103","
Comedy, Drama, Romance            ",110 min,$26.71M
Meet the Fockers,2004.0,6.3,"277,192","
Comedy, Romance            ",115 min,$279.26M
American Gigolo,1980.0,6.3,"27,671","
Crime, Drama, Mystery            ",117 min,$23.00M
The Aftermath,2019.0,6.3,"22,321","
Drama, Romance, War            ",108 min,$1.62M
Annette,2021.0,6.3,"21,014","
Drama, Musical, Romance            ",141 min,
The Loft,2014.0,6.3,"57,966","
Mystery, Romance, Thriller            ",108 min,$5.98M
One Crazy Summer,1986.0,6.3,"15,966","
Comedy, Romance            ",93 min,$13.43M
Dear John,2010.0,6.3,"152,791","
Drama, Mystery, Romance            ",108 min,$80.01M
The World to Come,2020.0,6.3,"9,084","
Drama, History, Romance            ",105 min,
Austenland,2013.0,6.3,"21,910","
Comedy, Romance            ",97 min,$2.15M
The Family Stone,2005.0,6.3,"70,711","
Comedy, Drama, Romance            ",103 min,$60.06M
All Good Things,2010.0,6.3,"57,613","
Crime, Drama, Mystery            ",101 min,$0.58M
Love Hard,2021.0,6.3,"56,152","
Comedy, Romance            ",104 min,
To All the Boys: Always and Forever,2021.0,6.3,"28,732","
Comedy, Drama, Romance            ",109 min,
The Last American Virgin,1982.0,6.3,"9,206","
Comedy, Drama, Romance            ",92 min,$5.83M
Womb,2010.0,6.3,"14,701","
Drama, Romance, Sci-Fi            ",111 min,
Forever Young,1992.0,6.3,"48,614","
Drama, Romance, Sci-Fi            ",102 min,$55.96M
Down with Love,2003.0,6.3,"42,983","
Comedy, Romance            ",101 min,$20.30M
Wedding Season,2022.0,6.3,"9,761","
Comedy, Romance            ",98 min,
Intolerable Cruelty,2003.0,6.3,"99,528","
Comedy, Crime, Romance            ",100 min,$35.33M
Third Person,2013.0,6.3,"28,771","
Drama, Romance            ",137 min,$1.02M
Elizabethtown,2005.0,6.3,"71,355","
Comedy, Drama, Romance            ",123 min,$26.84M
"Everything, Everything",2017.0,6.3,"40,556","
Drama, Romance            ",96 min,$34.00M
No Reservations,2007.0,6.3,"76,488","
Comedy, Drama, Romance            ",104 min,$43.11M
Two Night Stand,2014.0,6.3,"72,047","
Comedy, Romance            ",86 min,$0.02M
Newness,2017.0,6.3,"17,522","
Drama, Romance            ",117 min,
She Came to Me,2023.0,6.3,162,"
Comedy, Drama, Romance            ",102 min,
The Last Tycoon,1976.0,6.3,"9,111","
Drama, Romance            ",123 min,$1.82M
Chemical Hearts,2020.0,6.3,"13,976","
Drama, Romance            ",93 min,
You Will Meet a Tall Dark Stranger,2010.0,6.3,"46,730","
Comedy, Drama, Romance            ",98 min,$3.25M
Shag,1989.0,6.3,"4,497","
Comedy, Drama, Romance            ",98 min,$6.96M
The Rewrite,2014.0,6.3,"21,133","
Comedy, Romance            ",107 min,
Breathe In,2013.0,6.3,"15,355","
Drama, Romance            ",98 min,$0.02M
To Rome with Love,2012.0,6.3,"89,209","
Comedy, Music, Romance            ",112 min,$16.69M
The Heavenly Kid,1985.0,6.3,"5,309","
Comedy, Fantasy, Romance            ",90 min,$3.85M
The Broken Hearts Gallery,2020.0,6.3,"9,478","
Comedy, Romance            ",109 min,
...And God Created Woman,1956.0,6.3,"8,821","
Drama, Romance            ",90 min,$2.00M
Upside Down,2012.0,6.3,"72,830","
Drama, Fantasy, Romance            ",109 min,$0.10M
Threesome,1994.0,6.3,"13,374","
Comedy, Drama, Romance            ",93 min,$14.82M
Stay as You Are,1978.0,6.3,"1,530","
Drama, Romance            ",95 min,
Hudson's Bay,1940.0,6.3,459,"
Adventure, History, Romance            ",95 min,
Wimbledon,2004.0,6.3,"65,192","
Comedy, Romance, Sport            ",98 min,$17.00M
City State,2011.0,5.6,519,"
Action, Crime, Drama            ",87 min,
The Phantom Fiend,1932.0,5.6,333,"
Action, Crime, Music            ",67 min,
The Witness Vanishes,1939.0,5.6,86,"
Action, Adventure, Crime            ",66 min,
Fast Forward,2009.0,5.6,59,"
Action, Drama, Musical            ",57 min,
Ninja Zombie,1992.0,5.6,109,"
Action            ",87 min,
The Hitter,1978.0,5.6,110,"
Action, Drama, Thriller            ",90 min,
The Blue Eagle,1926.0,5.6,200,"
Action, Drama            ",58 min,
Baabarr,2009.0,5.6,330,"
Action, Crime, Drama            ",180 min,
L Storm,2018.0,5.6,587,"
Action, Crime            ",97 min,
High Tension,1936.0,5.6,79,"
Action, Comedy, Drama            ",63 min,
The Theta Girl,2017.0,5.6,211,"
Action, Horror, Sci-Fi            ",98 min,
Telephone Operator,1937.0,5.6,187,"
Action, Drama, Romance            ",70 min,
Gang Bullets,1938.0,5.6,189,"
Action, Crime, Drama            ",63 min,
The Pay Off,1942.0,5.6,247,"
Action, Crime, Film-Noir            ",74 min,
An End to Killing,2013.0,5.6,219,"
Action, Drama, History            ",108 min,
Big Timber,1950.0,5.6,62,"
Action, Adventure, Drama            ",73 min,
Cop Killers,1977.0,5.6,297,"
Action, Drama            ",93 min,
